booking_id,guest_id,booking_date,check_in_date,check_out_date,room_type_id,rate_code_id,channel_id,segment_id,status,total_room_revenue,commission_amount,net_room_revenue,number_of_rooms,adults_count,children_count,review_flag,review_reason,revenue_validated,total_revenue_rounded,commission_rounded,net_revenue_rounded,checkin_day_name,checkin_is_weekend,checkin_is_holiday,checkin_season,net_realized_revenue,True_Room_Revenue,Penalty_Revenue
RES-14661,GST-8056,45684,45702,45703,RT_STD,RC_NONREF,CH_EXP,SEG_LEI,Cancelled,0,0,0,1,2,0,OK,,PASS,0,0,0,Friday,FALSE,TRUE,High Season,0,0,0
RES-14662,GST-7531,45699,45702,45704,RT_STD,RC_PROMO,CH_EXP,SEG_LEI,Checked-Out,3950.1,711.02,3239.08,1,1,1,OK,,PASS,3950.1,711.02,3239.08,Friday,FALSE,TRUE,High Season,3950.1,3950.1,0
RES-14663,GST-5698,45695,45702,45704,RT_STD,RC_PROMO,CH_EXP,SEG_TRA,Checked-Out,3950.1,711.02,3239.08,1,1,1,OK,,PASS,3950.1,711.02,3239.08,Friday,FALSE,TRUE,High Season,3950.1,3950.1,0
RES-14664,GST-8466,45694,45702,45704,RT_STD,RC_NONREF,CH_EXP,SEG_GRP,Checked-Out,3730.65,671.52,3059.13,1,2,0,OK,,PASS,3730.65,671.52,3059.13,Friday,FALSE,TRUE,High Season,3730.65,3730.65,0
RES-14665,GST-5529,45702,45702,45703,RT_SUT,RC_PROMO,CH_EXP,SEG_LEI,Checked-Out,5386.5,969.57,4416.93,1,2,0,OK,,PASS,5386.5,969.57,4416.93,Friday,FALSE,TRUE,High Season,5386.5,5386.5,0
RES-14666,GST-6586,45691,45702,45703,RT_STD,RC_PROMO,CH_WLK,SEG_LEI,Checked-Out,2079,0,2079,1,2,1,OK,,PASS,2079,0,2079,Friday,FALSE,TRUE,High Season,2079,2079,0
RES-14667,GST-8488,45684,45702,45703,RT_STD,RC_PROMO,CH_EXP,SEG_TRA,Cancelled,0,0,0,1,2,0,OK,,PASS,0,0,0,Friday,FALSE,TRUE,High Season,0,0,0
RES-14668,GST-5071,45690,45702,45705,RT_STD,RC_PROMO,CH_DIR,SEG_GRP,Checked-Out,6237,0,6237,1,2,2,OK,,PASS,6237,0,6237,Friday,FALSE,TRUE,High Season,6237,6237,0
RES-14669,GST-5931,45692,45702,45704,RT_STD,RC_NONREF,CH_EXP,SEG_BUS,Checked-Out,3730.65,671.52,3059.13,1,2,0,OK,,PASS,3730.65,671.52,3059.13,Friday,FALSE,TRUE,High Season,3730.65,3730.65,0
RES-14670,GST-8536,45701,45702,45704,RT_STD,RC_CORP,CH_EXP,SEG_LEI,Checked-Out,3862.32,695.22,3167.1,1,2,0,OK,,PASS,3862.32,695.22,3167.1,Friday,FALSE,TRUE,High Season,3862.32,3862.32,0
RES-14671,GST-7310,45685,45702,45704,RT_STD,RC_NONREF,CH_DIR,SEG_LEI,Checked-Out,3927,0,3927,1,2,2,OK,,PASS,3927,0,3927,Friday,FALSE,TRUE,High Season,3927,3927,0
RES-14672,GST-7658,45669,45702,45703,RT_STD,RC_PROMO,CH_BKG,SEG_LEI,Checked-Out,1975.05,296.26,1678.79,1,1,0,OK,,PASS,1975.05,296.26,1678.79,Friday,FALSE,TRUE,High Season,1975.05,1975.05,0
RES-14673,GST-8580,45622,45702,45704,RT_DLX,RC_PROMO,CH_EXP,SEG_BUS,Checked-Out,6284.25,1131.16,5153.09,1,1,0,OK,,PASS,6284.25,1131.16,5153.09,Friday,FALSE,TRUE,High Season,6284.25,6284.25,0
RES-14674,GST-7897,45663,45702,45703,RT_STD,RC_PROMO,CH_EXP,SEG_BUS,Checked-Out,1975.05,355.51,1619.54,1,2,0,OK,,PASS,1975.05,355.51,1619.54,Friday,FALSE,TRUE,High Season,1975.05,1975.05,0
RES-14675,GST-6559,45681,45702,45703,RT_DLX,RC_PROMO,CH_DIR,SEG_TRA,Checked-Out,3307.5,0,3307.5,1,1,0,OK,,PASS,3307.5,0,3307.5,Friday,FALSE,TRUE,High Season,3307.5,3307.5,0
RES-14676,GST-5825,45700,45702,45703,RT_STD,RC_CORP,CH_EXP,SEG_LEI,Checked-Out,1931.16,347.61,1583.55,1,1,0,OK,,PASS,1931.16,347.61,1583.55,Friday,FALSE,TRUE,High Season,1931.16,1931.16,0
RES-14677,GST-7133,45676,45702,45703,RT_DLX,RC_NONREF,CH_DIR,SEG_LEI,Checked-Out,3123.75,0,3123.75,1,2,0,OK,,PASS,3123.75,0,3123.75,Friday,FALSE,TRUE,High Season,3123.75,3123.75,0
RES-14678,GST-7926,45686,45702,45703,RT_STD,RC_PROMO,CH_EXP,SEG_BUS,Checked-Out,1975.05,355.51,1619.54,1,1,2,OK,,PASS,1975.05,355.51,1619.54,Friday,FALSE,TRUE,High Season,1975.05,1975.05,0
RES-14679,GST-7063,45692,45702,45704,RT_DLX,RC_CORP,CH_EXP,SEG_LEI,Checked-Out,6144.6,1106.03,5038.57,1,1,2,OK,,PASS,6144.6,1106.03,5038.57,Friday,FALSE,TRUE,High Season,6144.6,6144.6,0
RES-14680,GST-5591,45699,45702,45704,RT_DLX,RC_RACK,CH_BKG,SEG_LEI,Checked-Out,6982.5,1047.38,5935.12,1,2,0,OK,,PASS,6982.5,1047.38,5935.12,Friday,FALSE,TRUE,High Season,6982.5,6982.5,0
RES-14681,GST-6761,45645,45702,45703,RT_STD,RC_PROMO,CH_DIR,SEG_GRP,Checked-Out,2079,0,2079,1,2,0,OK,,PASS,2079,0,2079,Friday,FALSE,TRUE,High Season,2079,2079,0
RES-14682,GST-6097,45699,45702,45704,RT_SUT,RC_NONREF,CH_DIR,SEG_LEI,Checked-Out,10710,0,10710,1,1,0,OK,,PASS,10710,0,10710,Friday,FALSE,TRUE,High Season,10710,10710,0
RES-14683,GST-8190,45667,45702,45704,RT_DLX,RC_PROMO,CH_BKG,SEG_LEI,Checked-Out,6284.25,942.64,5341.61,1,2,0,OK,,PASS,6284.25,942.64,5341.61,Friday,FALSE,TRUE,High Season,6284.25,6284.25,0
RES-14684,GST-8866,45702,45702,45703,RT_STD,RC_CORP,CH_BKG,SEG_BUS,Checked-Out,1931.16,289.67,1641.49,1,1,0,OK,,PASS,1931.16,289.67,1641.49,Friday,FALSE,TRUE,High Season,1931.16,1931.16,0
RES-14685,GST-5348,45693,45702,45703,RT_STD,RC_NONREF,CH_EXP,SEG_LEI,Checked-Out,1865.33,335.76,1529.57,1,2,0,OK,,PASS,1865.33,335.76,1529.57,Friday,FALSE,TRUE,High Season,1865.33,1865.33,0
RES-14686,GST-6226,45682,45702,45704,RT_STD,RC_NONREF,CH_BKG,SEG_LEI,Checked-Out,3730.65,559.6,3171.05,1,3,0,OK,,PASS,3730.65,559.6,3171.05,Friday,FALSE,TRUE,High Season,3730.65,3730.65,0
RES-14687,GST-6488,45687,45702,45704,RT_STD,RC_NONREF,CH_EXP,SEG_BUS,Checked-Out,3730.65,671.52,3059.13,1,2,2,OK,,PASS,3730.65,671.52,3059.13,Friday,FALSE,TRUE,High Season,3730.65,3730.65,0
RES-14688,GST-6322,45667,45702,45703,RT_STD,RC_PROMO,CH_EXP,SEG_LEI,Checked-Out,1975.05,355.51,1619.54,1,2,0,OK,,PASS,1975.05,355.51,1619.54,Friday,FALSE,TRUE,High Season,1975.05,1975.05,0
RES-14689,GST-7152,45673,45702,45705,RT_STD,RC_PROMO,CH_EXP,SEG_TRA,Checked-Out,5925.15,1066.53,4858.62,1,1,1,OK,,PASS,5925.15,1066.53,4858.62,Friday,FALSE,TRUE,High Season,5925.15,5925.15,0
RES-14690,GST-6378,45692,45702,45703,RT_SUT,RC_PROMO,CH_BKG,SEG_LEI,Checked-Out,5386.5,807.98,4578.52,1,1,0,OK,,PASS,5386.5,807.98,4578.52,Friday,FALSE,TRUE,High Season,5386.5,5386.5,0
RES-14691,GST-5372,45689,45702,45703,RT_STD,RC_CORP,CH_BKG,SEG_LEI,Checked-Out,1931.16,289.67,1641.49,1,1,0,OK,,PASS,1931.16,289.67,1641.49,Friday,FALSE,TRUE,High Season,1931.16,1931.16,0
RES-14692,GST-6483,45693,45702,45703,RT_STD,RC_NONREF,CH_DIR,SEG_LEI,Checked-Out,1963.5,0,1963.5,1,2,2,OK,,PASS,1963.5,0,1963.5,Friday,FALSE,TRUE,High Season,1963.5,1963.5,0
RES-14693,GST-5712,45691,45702,45703,RT_STD,RC_NONREF,CH_BKG,SEG_LEI,Checked-Out,1865.33,279.8,1585.53,1,1,0,OK,,PASS,1865.33,279.8,1585.53,Friday,FALSE,TRUE,High Season,1865.33,1865.33,0
RES-14694,GST-5902,45662,45702,45704,RT_STD,RC_CORP,CH_COR,SEG_LEI,Checked-Out,4065.6,406.56,3659.04,1,2,2,OK,,PASS,4065.6,406.56,3659.04,Friday,FALSE,TRUE,High Season,4065.6,4065.6,0
RES-14695,GST-7524,45692,45702,45705,RT_STD,RC_PROMO,CH_WLK,SEG_TRA,Checked-Out,6237,0,6237,1,1,0,OK,,PASS,6237,0,6237,Friday,FALSE,TRUE,High Season,6237,6237,0
RES-14696,GST-6972,45665,45702,45703,RT_DLX,RC_PROMO,CH_BKG,SEG_LEI,Checked-Out,3142.12,471.32,2670.8,1,2,0,OK,,PASS,3142.12,471.32,2670.8,Friday,FALSE,TRUE,High Season,3142.12,3142.12,0
RES-14697,GST-8241,45696,45702,45705,RT_SUT,RC_RACK,CH_BKG,SEG_TRA,Checked-Out,17955,2693.25,15261.75,1,2,0,OK,,PASS,17955,2693.25,15261.75,Friday,FALSE,TRUE,High Season,17955,17955,0
RES-14698,GST-6079,45701,45702,45703,RT_STD,RC_PROMO,CH_BKG,SEG_LEI,Checked-Out,1975.05,296.26,1678.79,1,2,0,OK,,PASS,1975.05,296.26,1678.79,Friday,FALSE,TRUE,High Season,1975.05,1975.05,0
RES-14699,GST-7475,45697,45702,45704,RT_STD,RC_CORP,CH_EXP,SEG_BUS,Checked-Out,3862.32,695.22,3167.1,1,1,0,OK,,PASS,3862.32,695.22,3167.1,Friday,FALSE,TRUE,High Season,3862.32,3862.32,0
RES-14700,GST-6581,45700,45702,45705,RT_STD,RC_NONREF,CH_COR,SEG_LEI,Checked-Out,5890.5,589.05,5301.45,1,2,1,OK,,PASS,5890.5,589.05,5301.45,Friday,FALSE,TRUE,High Season,5890.5,5890.5,0
RES-14701,GST-7919,45665,45702,45703,RT_DLX,RC_PROMO,CH_EXP,SEG_TRA,Checked-Out,3142.12,565.58,2576.55,1,2,0,OK,,PASS,3142.12,565.58,2576.55,Friday,FALSE,TRUE,High Season,3142.12,3142.12,0
RES-14702,GST-7043,45694,45702,45703,RT_DLX,RC_NONREF,CH_EXP,SEG_BUS,Checked-Out,2967.56,534.16,2433.4,1,2,0,OK,,PASS,2967.56,534.16,2433.4,Friday,FALSE,TRUE,High Season,2967.56,2967.56,0
RES-14703,GST-8511,45561,45702,45704,RT_STD,RC_CORP,CH_EXP,SEG_LEI,Cancelled,0,0,0,1,3,0,OK,,PASS,0,0,0,Friday,FALSE,TRUE,High Season,0,0,0
RES-14704,GST-7766,45675,45702,45704,RT_STD,RC_CORP,CH_WLK,SEG_LEI,Cancelled,0,0,0,1,1,0,OK,,PASS,0,0,0,Friday,FALSE,TRUE,High Season,0,0,0
RES-14705,GST-7052,45674,45702,45703,RT_STD,RC_CORP,CH_DIR,SEG_LEI,Checked-Out,2032.8,0,2032.8,1,2,1,OK,,PASS,2032.8,0,2032.8,Friday,FALSE,TRUE,High Season,2032.8,2032.8,0
RES-14706,GST-5896,45679,45702,45703,RT_DLX,RC_NONREF,CH_BKG,SEG_LEI,Checked-Out,2967.56,445.13,2522.43,1,2,0,OK,,PASS,2967.56,445.13,2522.43,Friday,FALSE,TRUE,High Season,2967.56,2967.56,0
RES-14707,GST-7752,45659,45702,45703,RT_STD,RC_NONREF,CH_WLK,SEG_LEI,Checked-Out,1963.5,0,1963.5,1,1,0,OK,,PASS,1963.5,0,1963.5,Friday,FALSE,TRUE,High Season,1963.5,1963.5,0
RES-14708,GST-6951,45654,45702,45705,RT_STD,RC_NONREF,CH_DIR,SEG_BUS,Checked-Out,5890.5,0,5890.5,1,3,1,OK,,PASS,5890.5,0,5890.5,Friday,FALSE,TRUE,High Season,5890.5,5890.5,0
RES-14709,GST-6758,45668,45702,45703,RT_SUT,RC_PROMO,CH_DIR,SEG_LEI,Checked-Out,5670,0,5670,1,2,1,OK,,PASS,5670,0,5670,Friday,FALSE,TRUE,High Season,5670,5670,0
RES-14710,GST-7491,45701,45702,45703,RT_DLX,RC_NONREF,CH_COR,SEG_LEI,Checked-Out,3123.75,312.38,2811.37,1,3,0,OK,,PASS,3123.75,312.38,2811.37,Friday,FALSE,TRUE,High Season,3123.75,3123.75,0
RES-14711,GST-7397,45684,45702,45703,RT_STD,RC_NONREF,CH_EXP,SEG_BUS,Checked-Out,1865.33,335.76,1529.57,1,2,0,OK,,PASS,1865.33,335.76,1529.57,Friday,FALSE,TRUE,High Season,1865.33,1865.33,0
RES-14712,GST-5457,45663,45702,45703,RT_DLX,RC_NONREF,CH_BKG,SEG_GRP,Checked-Out,2967.56,445.13,2522.43,1,2,1,OK,,PASS,2967.56,445.13,2522.43,Friday,FALSE,TRUE,High Season,2967.56,2967.56,0
RES-14713,GST-6427,45699,45702,45704,RT_STD,RC_NONREF,CH_DIR,SEG_TRA,Checked-Out,3927,0,3927,1,2,1,OK,,PASS,3927,0,3927,Friday,FALSE,TRUE,High Season,3927,3927,0
RES-14714,GST-6415,45701,45702,45703,RT_SUT,RC_PROMO,CH_BKG,SEG_LEI,Checked-Out,5386.5,807.98,4578.52,1,2,0,OK,,PASS,5386.5,807.98,4578.52,Friday,FALSE,TRUE,High Season,5386.5,5386.5,0
RES-14715,GST-6398,45653,45702,45704,RT_STD,RC_RACK,CH_BKG,SEG_LEI,Checked-Out,4389,658.35,3730.65,1,1,2,OK,,PASS,4389,658.35,3730.65,Friday,FALSE,TRUE,High Season,4389,4389,0
RES-14716,GST-6617,45698,45702,45703,RT_STD,RC_NONREF,CH_EXP,SEG_TRA,Checked-Out,1865.33,335.76,1529.57,1,2,1,OK,,PASS,1865.33,335.76,1529.57,Friday,FALSE,TRUE,High Season,1865.33,1865.33,0
RES-14717,GST-8574,45684,45702,45703,RT_STD,RC_PROMO,CH_EXP,SEG_LEI,Checked-Out,1975.05,355.51,1619.54,1,2,0,OK,,PASS,1975.05,355.51,1619.54,Friday,FALSE,TRUE,High Season,1975.05,1975.05,0
RES-14718,GST-7345,45645,45702,45704,RT_STD,RC_RACK,CH_BKG,SEG_LEI,Checked-Out,4389,658.35,3730.65,1,2,1,OK,,PASS,4389,658.35,3730.65,Friday,FALSE,TRUE,High Season,4389,4389,0
RES-14719,GST-7719,45677,45702,45703,RT_DLX,RC_PROMO,CH_BKG,SEG_GRP,Checked-Out,3142.12,471.32,2670.8,1,1,0,OK,,PASS,3142.12,471.32,2670.8,Friday,FALSE,TRUE,High Season,3142.12,3142.12,0
RES-14720,GST-8996,45696,45702,45703,RT_DLX,RC_NONREF,CH_EXP,SEG_LEI,Checked-Out,2967.56,534.16,2433.4,1,3,0,OK,,PASS,2967.56,534.16,2433.4,Friday,FALSE,TRUE,High Season,2967.56,2967.56,0
RES-14721,GST-6871,45693,45702,45704,RT_STD,RC_NONREF,CH_DIR,SEG_LEI,Checked-Out,3927,0,3927,1,2,0,OK,,PASS,3927,0,3927,Friday,FALSE,TRUE,High Season,3927,3927,0
RES-14722,GST-5551,45668,45702,45703,RT_SUT,RC_PROMO,CH_EXP,SEG_BUS,Checked-Out,5386.5,969.57,4416.93,1,3,0,OK,,PASS,5386.5,969.57,4416.93,Friday,FALSE,TRUE,High Season,5386.5,5386.5,0
RES-14723,GST-6532,45685,45702,45703,RT_STD,RC_PROMO,CH_EXP,SEG_LEI,Checked-Out,1975.05,355.51,1619.54,1,3,0,OK,,PASS,1975.05,355.51,1619.54,Friday,FALSE,TRUE,High Season,1975.05,1975.05,0
RES-14724,GST-6197,45688,45702,45703,RT_STD,RC_NONREF,CH_EXP,SEG_LEI,Checked-Out,1865.33,335.76,1529.57,1,1,0,OK,,PASS,1865.33,335.76,1529.57,Friday,FALSE,TRUE,High Season,1865.33,1865.33,0
RES-14725,GST-8164,45696,45702,45703,RT_DLX,RC_NONREF,CH_BKG,SEG_TRA,Checked-Out,2967.56,445.13,2522.43,1,2,0,OK,,PASS,2967.56,445.13,2522.43,Friday,FALSE,TRUE,High Season,2967.56,2967.56,0
RES-14726,GST-7434,45665,45702,45704,RT_STD,RC_NONREF,CH_BKG,SEG_LEI,Checked-Out,3730.65,559.6,3171.05,1,2,0,OK,,PASS,3730.65,559.6,3171.05,Friday,FALSE,TRUE,High Season,3730.65,3730.65,0
RES-14727,GST-7363,45695,45702,45703,RT_STD,RC_NONREF,CH_EXP,SEG_LEI,Checked-Out,1865.33,335.76,1529.57,1,1,2,OK,,PASS,1865.33,335.76,1529.57,Friday,FALSE,TRUE,High Season,1865.33,1865.33,0
RES-14728,GST-8338,45670,45702,45703,RT_STD,RC_RACK,CH_DIR,SEG_TRA,Checked-Out,2310,0,2310,1,2,1,OK,,PASS,2310,0,2310,Friday,FALSE,TRUE,High Season,2310,2310,0
RES-14729,GST-5613,45697,45702,45703,RT_STD,RC_CORP,CH_BKG,SEG_GRP,Checked-Out,1931.16,289.67,1641.49,1,2,2,OK,,PASS,1931.16,289.67,1641.49,Friday,FALSE,TRUE,High Season,1931.16,1931.16,0
RES-14730,GST-5946,45697,45702,45703,RT_DLX,RC_PROMO,CH_EXP,SEG_LEI,Checked-Out,3142.12,565.58,2576.55,1,3,1,OK,,PASS,3142.12,565.58,2576.55,Friday,FALSE,TRUE,High Season,3142.12,3142.12,0
RES-14731,GST-7109,45677,45702,45704,RT_DLX,RC_PROMO,CH_BKG,SEG_LEI,Checked-Out,6284.25,942.64,5341.61,1,1,0,OK,,PASS,6284.25,942.64,5341.61,Friday,FALSE,TRUE,High Season,6284.25,6284.25,0
RES-14732,GST-8605,45697,45702,45703,RT_STD,RC_NONREF,CH_BKG,SEG_TRA,Checked-Out,1865.33,279.8,1585.53,1,2,0,OK,,PASS,1865.33,279.8,1585.53,Friday,FALSE,TRUE,High Season,1865.33,1865.33,0
RES-14733,GST-5214,45687,45702,45703,RT_STD,RC_PROMO,CH_BKG,SEG_LEI,Checked-Out,1975.05,296.26,1678.79,1,2,0,OK,,PASS,1975.05,296.26,1678.79,Friday,FALSE,TRUE,High Season,1975.05,1975.05,0
RES-14734,GST-8161,45699,45702,45704,RT_STD,RC_NONREF,CH_BKG,SEG_LEI,Checked-Out,3730.65,559.6,3171.05,1,2,0,OK,,PASS,3730.65,559.6,3171.05,Friday,FALSE,TRUE,High Season,3730.65,3730.65,0
RES-14735,GST-8303,45673,45703,45705,RT_SUT,RC_PROMO,CH_EXP,SEG_LEI,Cancelled,0,0,0,1,1,0,OK,,PASS,0,0,0,Saturday,TRUE,FALSE,High Season,0,0,0
RES-14736,GST-7311,45664,45703,45705,RT_SUT,RC_CORP,CH_BKG,SEG_LEI,Checked-Out,10533.6,1580.04,8953.56,1,2,2,OK,,PASS,10533.6,1580.04,8953.56,Saturday,TRUE,FALSE,High Season,10533.6,10533.6,0
RES-14737,GST-6975,45703,45703,45706,RT_STD,RC_PROMO,CH_EXP,SEG_LEI,Checked-Out,5925.15,1066.53,4858.62,1,1,0,OK,,PASS,5925.15,1066.53,4858.62,Saturday,TRUE,FALSE,High Season,5925.15,5925.15,0
RES-14738,GST-7384,45701,45703,45706,RT_SUT,RC_NONREF,CH_EXP,SEG_LEI,Checked-Out,15261.75,2747.11,12514.64,1,3,0,OK,,PASS,15261.75,2747.11,12514.64,Saturday,TRUE,FALSE,High Season,15261.75,15261.75,0
RES-14739,GST-8502,45699,45703,45705,RT_STD,RC_NONREF,CH_BKG,SEG_GRP,Checked-Out,3730.65,559.6,3171.05,1,2,0,OK,,PASS,3730.65,559.6,3171.05,Saturday,TRUE,FALSE,High Season,3730.65,3730.65,0
RES-14740,GST-6129,45698,45703,45704,RT_DLX,RC_RACK,CH_BKG,SEG_LEI,Checked-Out,3491.25,523.69,2967.56,1,2,0,OK,,PASS,3491.25,523.69,2967.56,Saturday,TRUE,FALSE,High Season,3491.25,3491.25,0
RES-14741,GST-5654,45697,45703,45706,RT_DLX,RC_NONREF,CH_EXP,SEG_LEI,Checked-Out,8902.69,1602.48,7300.21,1,2,0,OK,,PASS,8902.69,1602.48,7300.21,Saturday,TRUE,FALSE,High Season,8902.69,8902.69,0
RES-14742,GST-8353,45688,45703,45704,RT_STD,RC_PROMO,CH_DIR,SEG_LEI,Checked-Out,2079,0,2079,1,2,0,OK,,PASS,2079,0,2079,Saturday,TRUE,FALSE,High Season,2079,2079,0
RES-14743,GST-6984,45690,45703,45704,RT_STD,RC_PROMO,CH_BKG,SEG_LEI,Checked-Out,1975.05,296.26,1678.79,1,2,1,OK,,PASS,1975.05,296.26,1678.79,Saturday,TRUE,FALSE,High Season,1975.05,1975.05,0
RES-14744,GST-8993,45703,45703,45704,RT_DLX,RC_NONREF,CH_EXP,SEG_GRP,Checked-Out,2967.56,534.16,2433.4,1,2,1,OK,,PASS,2967.56,534.16,2433.4,Saturday,TRUE,FALSE,High Season,2967.56,2967.56,0
RES-14745,GST-7657,45698,45703,45705,RT_STD,RC_CORP,CH_COR,SEG_LEI,Checked-Out,4065.6,406.56,3659.04,1,2,1,OK,,PASS,4065.6,406.56,3659.04,Saturday,TRUE,FALSE,High Season,4065.6,4065.6,0
RES-14746,GST-7856,45694,45703,45706,RT_STD,RC_PROMO,CH_BKG,SEG_LEI,Checked-Out,5925.15,888.77,5036.38,1,1,1,OK,,PASS,5925.15,888.77,5036.38,Saturday,TRUE,FALSE,High Season,5925.15,5925.15,0
RES-14747,GST-5393,45664,45703,45704,RT_STD,RC_RACK,CH_BKG,SEG_LEI,Checked-Out,2194.5,329.18,1865.32,1,2,0,OK,,PASS,2194.5,329.18,1865.32,Saturday,TRUE,FALSE,High Season,2194.5,2194.5,0
RES-14748,GST-8938,45690,45703,45704,RT_STD,RC_PROMO,CH_BKG,SEG_GRP,Cancelled,0,0,0,1,2,0,OK,,PASS,0,0,0,Saturday,TRUE,FALSE,High Season,0,0,0
RES-14749,GST-7357,45674,45703,45704,RT_DLX,RC_NONREF,CH_WLK,SEG_BUS,Checked-Out,3123.75,0,3123.75,1,1,0,OK,,PASS,3123.75,0,3123.75,Saturday,TRUE,FALSE,High Season,3123.75,3123.75,0
RES-14750,GST-5189,45703,45703,45704,RT_STD,RC_PROMO,CH_DIR,SEG_GRP,Checked-Out,2079,0,2079,1,2,0,OK,,PASS,2079,0,2079,Saturday,TRUE,FALSE,High Season,2079,2079,0
RES-14751,GST-5252,45690,45703,45705,RT_DLX,RC_PROMO,CH_EXP,SEG_GRP,Checked-Out,6284.25,1131.16,5153.09,1,2,0,OK,,PASS,6284.25,1131.16,5153.09,Saturday,TRUE,FALSE,High Season,6284.25,6284.25,0
RES-14752,GST-7851,45703,45703,45704,RT_STD,RC_NONREF,CH_WLK,SEG_BUS,Checked-Out,1963.5,0,1963.5,1,2,0,OK,,PASS,1963.5,0,1963.5,Saturday,TRUE,FALSE,High Season,1963.5,1963.5,0
RES-14753,GST-6172,45698,45703,45706,RT_STD,RC_RACK,CH_EXP,SEG_LEI,Checked-Out,6583.5,1185.03,5398.47,1,2,1,OK,,PASS,6583.5,1185.03,5398.47,Saturday,TRUE,FALSE,High Season,6583.5,6583.5,0
RES-14754,GST-7571,45700,45703,45704,RT_STD,RC_NONREF,CH_BKG,SEG_TRA,Checked-Out,1865.33,279.8,1585.53,1,2,0,OK,,PASS,1865.33,279.8,1585.53,Saturday,TRUE,FALSE,High Season,1865.33,1865.33,0
RES-14755,GST-7814,45700,45703,45707,RT_DLX,RC_PROMO,CH_DIR,SEG_LEI,Checked-Out,13230,0,13230,1,2,0,OK,,PASS,13230,0,13230,Saturday,TRUE,FALSE,High Season,13230,13230,0
RES-14756,GST-8647,45698,45703,45704,RT_STD,RC_RACK,CH_EXP,SEG_GRP,Checked-Out,2194.5,395.01,1799.49,1,1,0,OK,,PASS,2194.5,395.01,1799.49,Saturday,TRUE,FALSE,High Season,2194.5,2194.5,0
RES-14757,GST-8180,45571,45703,45706,RT_STD,RC_CORP,CH_EXP,SEG_LEI,No-Show,5793.48,1042.83,4750.65,1,2,0,OK,,PASS,5793.48,1042.83,4750.65,Saturday,TRUE,FALSE,High Season,0,0,5793.48
RES-14758,GST-6730,45688,45703,45704,RT_DLX,RC_NONREF,CH_BKG,SEG_LEI,Checked-Out,2967.56,445.13,2522.43,1,2,1,OK,,PASS,2967.56,445.13,2522.43,Saturday,TRUE,FALSE,High Season,2967.56,2967.56,0
RES-14759,GST-6291,45675,45703,45704,RT_STD,RC_CORP,CH_BKG,SEG_LEI,Checked-Out,1931.16,289.67,1641.49,1,2,2,OK,,PASS,1931.16,289.67,1641.49,Saturday,TRUE,FALSE,High Season,1931.16,1931.16,0
RES-14760,GST-5091,45686,45703,45705,RT_STD,RC_NONREF,CH_BKG,SEG_LEI,Checked-Out,3730.65,559.6,3171.05,1,3,0,OK,,PASS,3730.65,559.6,3171.05,Saturday,TRUE,FALSE,High Season,3730.65,3730.65,0
RES-14761,GST-7359,45701,45703,45707,RT_STD,RC_NONREF,CH_COR,SEG_LEI,Checked-Out,7854,785.4,7068.6,1,2,0,OK,,PASS,7854,785.4,7068.6,Saturday,TRUE,FALSE,High Season,7854,7854,0
RES-14762,GST-6661,45695,45703,45705,RT_STD,RC_PROMO,CH_COR,SEG_LEI,Checked-Out,4158,415.8,3742.2,1,2,0,OK,,PASS,4158,415.8,3742.2,Saturday,TRUE,FALSE,High Season,4158,4158,0
RES-14763,GST-5250,45691,45703,45704,RT_STD,RC_CORP,CH_EXP,SEG_LEI,Checked-Out,1931.16,347.61,1583.55,1,1,0,OK,,PASS,1931.16,347.61,1583.55,Saturday,TRUE,FALSE,High Season,1931.16,1931.16,0
RES-14764,GST-5748,45666,45703,45704,RT_DLX,RC_CORP,CH_BKG,SEG_LEI,Checked-Out,3072.3,460.84,2611.46,1,1,0,OK,,PASS,3072.3,460.84,2611.46,Saturday,TRUE,FALSE,High Season,3072.3,3072.3,0
RES-14765,GST-8227,45686,45703,45705,RT_STD,RC_CORP,CH_EXP,SEG_TRA,Checked-Out,3862.32,695.22,3167.1,1,3,0,OK,,PASS,3862.32,695.22,3167.1,Saturday,TRUE,FALSE,High Season,3862.32,3862.32,0
RES-14766,GST-7027,45655,45703,45704,RT_STD,RC_NONREF,CH_BKG,SEG_LEI,Checked-Out,1865.33,279.8,1585.53,1,2,0,OK,,PASS,1865.33,279.8,1585.53,Saturday,TRUE,FALSE,High Season,1865.33,1865.33,0
RES-14767,GST-6935,45701,45703,45706,RT_DLX,RC_CORP,CH_EXP,SEG_LEI,Checked-Out,9216.9,1659.04,7557.86,1,2,2,OK,,PASS,9216.9,1659.04,7557.86,Saturday,TRUE,FALSE,High Season,9216.9,9216.9,0
RES-14768,GST-5840,45700,45703,45704,RT_STD,RC_RACK,CH_BKG,SEG_TRA,Checked-Out,2194.5,329.18,1865.32,1,2,1,OK,,PASS,2194.5,329.18,1865.32,Saturday,TRUE,FALSE,High Season,2194.5,2194.5,0
RES-14769,GST-6770,45696,45703,45706,RT_STD,RC_NONREF,CH_EXP,SEG_LEI,Checked-Out,5595.98,1007.28,4588.7,1,3,2,OK,,PASS,5595.98,1007.28,4588.7,Saturday,TRUE,FALSE,High Season,5595.98,5595.98,0
